Timestamp,Level,Context,Message
"2025-11-26 22:03:08.893","INFO","Init","Loaded Common module from: /Users/varunaggarwal/Documents/Code/Powershell/Generic/../Modules/Common/Common.psm1"
"2025-11-26 22:03:08.904","INFO","Ensure-Modules","Checking required modules: ExchangeOnlineManagement"
"2025-11-26 22:03:08.906","INFO","Ensure-Modules","Local module search roots: /Users/varunaggarwal/Documents/Code/Powershell/Modules"
"2025-11-26 22:03:08.949","INFO","Ensure-Modules","Imported available module: ExchangeOnlineManagement"
"2025-11-26 22:03:08.951","INFO","Ensure-Modules","All required modules loaded successfully."
"2025-11-26 22:03:08.952","INFO","Init","ExchangeOnlineManagement ensured/loaded."
"2025-11-26 22:03:08.953","INFO","Connect","Connecting to Exchange Online…"
"2025-11-26 22:03:15.125","INFO","Targets","Gathering targets…"
"2025-11-26 22:03:16.521","INFO","Targets","Total mailboxes: 18"
"2025-11-26 22:03:16.528","INFO","Progress","Using progress file: ./InboxSent-OldestNewest.csv.progress"
"2025-11-26 22:03:16.532","INFO","Progress","Remaining mailboxes: 18"
"2025-11-26 22:03:16.533","INFO","Output","Initializing CSV: ./InboxSent-OldestNewest.csv"
"2025-11-26 22:03:16.539","INFO","Output","Processing and streaming results to CSV…"
"2025-11-26 22:03:29.165","INFO","Output","Streaming complete."
