Timestamp,Level,Context,Message
"2025-11-26 18:31:27.714","INFO","Init","Loaded Common module from: /Users/varunaggarwal/Documents/Code/Powershell/Generic/../Modules/Common/Common.psm1"
"2025-11-26 18:31:27.724","INFO","Ensure-Modules","Checking required modules: ExchangeOnlineManagement"
"2025-11-26 18:31:27.725","INFO","Ensure-Modules","Local module search roots: /Users/varunaggarwal/Documents/Code/Powershell/Modules"
"2025-11-26 18:31:27.767","INFO","Ensure-Modules","Imported available module: ExchangeOnlineManagement"
"2025-11-26 18:31:27.769","INFO","Ensure-Modules","All required modules loaded successfully."
"2025-11-26 18:31:27.770","INFO","Init","ExchangeOnlineManagement ensured/loaded."
"2025-11-26 18:31:27.773","INFO","Connect","Connecting to Exchange Online…"
"2025-11-26 18:31:34.817","INFO","Targets","Gathering targets…"
"2025-11-26 18:31:35.249","INFO","Targets","Total mailboxes: 2"
"2025-11-26 18:31:35.313","INFO","Output","Writing CSV: ./InboxSent-OldestNewest.csv"
"2025-11-26 18:31:35.316","INFO","Output","Done."
