Timestamp,Level,Context,Message
"2025-11-26 18:34:52.219","INFO","Init","Loaded Common module from: /Users/varunaggarwal/Documents/Code/Powershell/Generic/../Modules/Common/Common.psm1"
"2025-11-26 18:34:52.229","INFO","Ensure-Modules","Checking required modules: ExchangeOnlineManagement"
"2025-11-26 18:34:52.231","INFO","Ensure-Modules","Local module search roots: /Users/varunaggarwal/Documents/Code/Powershell/Modules"
"2025-11-26 18:34:52.273","INFO","Ensure-Modules","Imported available module: ExchangeOnlineManagement"
"2025-11-26 18:34:52.275","INFO","Ensure-Modules","All required modules loaded successfully."
"2025-11-26 18:34:52.276","INFO","Init","ExchangeOnlineManagement ensured/loaded."
"2025-11-26 18:34:52.279","INFO","Connect","Connecting to Exchange Online…"
"2025-11-26 18:35:23.683","INFO","Targets","Gathering targets…"
"2025-11-26 18:35:24.921","INFO","Targets","Total mailboxes: 17"
"2025-11-26 18:35:33.884","INFO","Output","Writing CSV: ./InboxSent-OldestNewest.csv"
"2025-11-26 18:35:33.892","INFO","Output","Done."
