Timestamp,Level,Context,Message
"2025-11-26 19:49:04.173","INFO","Init","Loaded Common module from: /Users/varunaggarwal/Documents/Code/Powershell/Generic/../Modules/Common/Common.psm1"
"2025-11-26 19:49:04.183","INFO","Ensure-Modules","Checking required modules: ExchangeOnlineManagement"
"2025-11-26 19:49:04.184","INFO","Ensure-Modules","Local module search roots: /Users/varunaggarwal/Documents/Code/Powershell/Modules"
"2025-11-26 19:49:04.227","INFO","Ensure-Modules","Imported available module: ExchangeOnlineManagement"
"2025-11-26 19:49:04.229","INFO","Ensure-Modules","All required modules loaded successfully."
"2025-11-26 19:49:04.230","INFO","Init","ExchangeOnlineManagement ensured/loaded."
"2025-11-26 19:49:04.233","INFO","Connect","Connecting to Exchange Online…"
"2025-11-26 19:49:11.721","INFO","Targets","Gathering targets…"
"2025-11-26 19:49:12.788","INFO","Targets","Total mailboxes: 18"
"2025-11-26 19:49:27.183","INFO","Output","Writing CSV: ./InboxSent-OldestNewest.csv"
"2025-11-26 19:49:27.188","INFO","Output","Done."
