Timestamp,Level,Context,Message
"2025-11-26 19:42:18.974","INFO","Init","Loaded Common module from: /Users/varunaggarwal/Documents/Code/Powershell/Generic/../Modules/Common/Common.psm1"
"2025-11-26 19:42:18.984","INFO","Ensure-Modules","Checking required modules: ExchangeOnlineManagement"
"2025-11-26 19:42:18.985","INFO","Ensure-Modules","Local module search roots: /Users/varunaggarwal/Documents/Code/Powershell/Modules"
"2025-11-26 19:42:19.028","INFO","Ensure-Modules","Imported available module: ExchangeOnlineManagement"
"2025-11-26 19:42:19.031","INFO","Ensure-Modules","All required modules loaded successfully."
"2025-11-26 19:42:19.031","INFO","Init","ExchangeOnlineManagement ensured/loaded."
"2025-11-26 19:42:19.034","INFO","Connect","Connecting to Exchange Online…"
"2025-11-26 19:42:26.050","INFO","Targets","Gathering targets…"
"2025-11-26 19:42:27.302","INFO","Targets","Total mailboxes: 17"
"2025-11-26 19:42:36.282","INFO","Output","Writing CSV: ./InboxSent-OldestNewest.csv"
"2025-11-26 19:42:36.286","INFO","Output","Done."
